"","self_spending","self_defense","self_medical","self_job","self_blacks","self_business","fed_socSecurity","fed_publicSch","fed_border","fed_crime","fed_welfare","fed_highway","fed_povertyAid","fed_environment","resid_Place","resid_identity","FT_DemParty","FT_RepParty","FT_Joe_pre","FT_Trump_pre","FT_Joe_post","FT_Trump_post","FT_rural","FT_OutParty","rural_get_more","rural_influence","rural_respect","rr_work","rr_slavery","rr_less","rr_harder","gender_factor","educ_factor","race_factor","Church_factor","PARTY","pid7","BIDEN","TRUMP"
"4744",6,5,3,1,1,1,2,3,4,1,3,2,1,1,"Small Town","Small Town Person",85,0,85,0,85,0,NA,0,4,4,4,3,2,1,5,"Female","High School","Black",NA,"Democrat",1,TRUE,FALSE
"4745",2,6,6,3,5,6,3,3,2,1,3,2,3,3,"Small Town","Suburb Person",15,70,0,100,30,70,85,15,4,4,6,2,4,4,2,"Male","Graduate Degree","White",NA,"Republican",5,FALSE,TRUE
"4746",7,NA,NA,1,NA,NA,1,1,3,2,1,3,1,1,"City","City Person",NA,NA,NA,NA,100,30,NA,NA,2,6,NA,NA,3,3,3,"Male","Some College","Black","Almost every week",NA,NA,TRUE,FALSE
"4747",2,3,4,4,5,4,1,2,2,1,3,3,3,3,"City","Small Town Person",90,0,90,5,90,0,95,0,4,4,6,2,2,3,2,"Male","High School","White",NA,"Democrat",1,TRUE,FALSE
"4748",4,3,1,3,1,1,1,1,2,3,2,1,1,1,"City","Small Town Person",70,15,70,0,100,0,60,15,5,6,6,5,1,1,5,"Male","Some College","Black",NA,"Democrat",1,TRUE,FALSE
"4749",NA,4,NA,5,NA,NA,3,3,3,3,3,3,3,3,"Suburb","City Person",15,100,50,100,0,100,60,15,4,4,4,1,3,5,1,"Female","Some College","Asian","Every week","Republican",7,FALSE,TRUE
"4750",7,NA,NA,NA,NA,NA,1,1,1,1,3,3,1,3,NA,NA,0,100,0,100,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"Female","Less than High School","White",NA,"Republican",7,FALSE,FALSE
"4751",4,7,4,6,5,4,1,1,2,1,3,2,3,1,"City","Small Town Person",60,70,60,70,60,40,60,60,4,4,6,3,4,4,2,"Female","High School","White","A few times a year","Independent",4,FALSE,TRUE
"4752",5,2,1,2,2,1,3,1,4,1,3,2,2,1,"City","City Person",70,0,100,0,85,0,50,0,4,2,4,4,2,2,5,"Male","Graduate Degree","Hispanic",NA,"Democrat",2,TRUE,FALSE
"4753",NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,3,3,"Small Town","Small Town Person",100,50,85,30,60,15,50,50,4,4,6,3,3,3,3,"Female","Less than High School","Hispanic",NA,"Democrat",2,FALSE,FALSE
"4754",4,5,4,2,4,2,2,1,3,2,2,1,3,1,"Rural Area","City Person",70,15,100,0,100,0,100,15,4,5,4,1,5,3,2,"Male",NA,"White","Almost every week","Democrat",1,TRUE,FALSE
"4755",6,4,2,4,3,3,2,1,5,5,2,1,1,1,NA,NA,70,20,70,0,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,"Female","Graduate Degree","Middle Eastern","Almost every week","Republican",5,FALSE,FALSE
"4756",7,1,1,3,1,1,1,1,5,3,1,3,1,1,"City","City Person",50,15,70,0,70,0,40,15,1,2,4,5,2,1,5,"Female","Bachelor's Degree","Middle Eastern","A few times a year","Democrat",3,TRUE,FALSE
"4757",4,5,4,5,2,3,3,1,2,3,3,3,3,3,NA,NA,15,60,30,70,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,"Female","Bachelor's Degree","White","Once or twice a month","Republican",7,FALSE,FALSE
"4758",4,4,2,1,6,2,1,2,3,2,5,3,3,1,"Suburb","Suburb Person",60,30,85,0,70,0,NA,30,4,2,4,1,5,5,4,"Female","High School","White",NA,"Democrat",2,TRUE,FALSE
"4759",NA,7,7,4,7,2,1,1,1,1,5,3,3,3,NA,NA,0,100,0,100,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"Male","Bachelor's Degree","White",NA,"Independent",4,FALSE,FALSE
"4760",1,1,7,7,7,7,5,5,5,5,5,5,5,5,"Small Town","Small Town Person",50,50,0,30,27,40,100,50,4,7,2,3,4,4,3,"Male","Some College","White","A few times a year","Republican",5,TRUE,FALSE
"4761",3,6,7,7,7,7,3,3,1,1,5,1,3,5,"Rural Area","Country Person",0,75,25,100,0,100,85,0,7,7,7,2,4,2,4,"Male","Less than High School","White",NA,"Republican",6,FALSE,TRUE
"4762",2,5,7,6,4,4,1,1,3,3,4,1,3,3,"Rural Area","Suburb Person",0,50,0,60,40,40,100,0,6,6,7,2,4,5,5,"Female","Graduate Degree","White","Almost every week","Republican",6,FALSE,TRUE
"4763",2,4,5,6,6,2,2,2,2,2,4,1,4,2,"Rural Area","Country Person",30,85,15,85,100,70,85,30,4,4,4,2,5,4,2,"Male","Some College","White",NA,"Republican",7,FALSE,TRUE
"4764",4,4,4,4,7,5,2,2,2,1,3,3,3,3,"Rural Area","Country Person",15,85,0,85,0,100,100,15,7,6,7,1,4,4,1,"Male","Some College","White","Once or twice a month","Republican",7,FALSE,TRUE
"4765",6,3,3,4,2,2,3,1,4,3,3,1,2,1,"City","City Person",85,0,100,0,100,0,40,0,4,4,4,5,1,4,5,"Male","Bachelor's Degree","Black","A few times a year","Democrat",1,TRUE,FALSE
"4766",3,6,5,6,7,5,2,3,1,1,4,2,3,3,NA,NA,0,100,0,85,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"Male","High School","White","Almost every week","Republican",5,FALSE,FALSE
"4767",2,4,4,4,4,4,1,3,3,1,5,1,3,3,"Suburb","Small Town Person",40,85,50,85,40,100,70,40,6,4,4,2,4,4,2,"Female","Some College","White","Almost every week","Republican",7,FALSE,TRUE
"4768",3,5,6,5,5,2,3,1,3,1,4,3,4,2,"City","City Person",50,40,60,30,85,0,50,40,4,3,4,5,2,2,5,"Female","Graduate Degree","White",NA,"Democrat",3,TRUE,FALSE
"4769",7,3,6,1,1,1,1,3,3,3,1,1,1,1,"Suburb","Suburb Person",85,0,100,0,100,0,60,0,6,6,6,5,2,2,5,"Male","Graduate Degree","Black","Once or twice a month","Democrat",1,TRUE,FALSE
"4770",1,5,7,7,4,7,1,5,1,1,4,1,1,2,"Small Town","City Person",0,40,0,100,0,100,100,0,7,7,7,1,5,5,1,"Male","Bachelor's Degree","White","Every week","Republican",5,FALSE,TRUE
"4771",3,6,6,6,2,6,3,3,2,1,3,1,2,3,"Suburb","City Person",15,80,30,100,85,100,90,15,5,4,6,2,2,4,3,"Male","Some College","White","Once or twice a month","Republican",7,FALSE,TRUE
"4772",NA,7,6,6,6,6,1,1,1,1,2,1,3,1,"Rural Area","Country Person",0,70,0,100,0,100,90,0,5,6,4,3,4,5,2,"Female","Bachelor's Degree","White","A few times a year","Republican",7,FALSE,TRUE
"4773",1,7,7,7,7,4,3,5,1,1,3,2,3,3,"Suburb","Suburb Person",0,70,0,100,0,40,100,0,6,6,6,1,5,5,1,"Female","Bachelor's Degree","White","Every week","Republican",7,FALSE,TRUE
"4774",NA,4,3,1,2,2,3,1,5,3,3,3,3,2,"City","City Person",70,40,85,0,85,0,15,40,2,1,4,4,1,2,4,"Female","Bachelor's Degree","White",NA,"Democrat",3,TRUE,FALSE
"4775",NA,7,6,7,1,7,2,3,1,1,3,3,3,4,NA,NA,0,100,0,85,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"Male","High School","White",NA,"Republican",7,FALSE,FALSE
"4776",NA,NA,NA,4,4,NA,3,2,3,2,3,2,2,3,"Small Town","Small Town Person",70,40,50,0,60,15,50,40,6,6,6,3,2,2,4,"Female","Some College","Hispanic","Almost every week","Democrat",2,TRUE,FALSE
"4777",7,3,1,2,1,1,1,1,5,3,1,3,1,1,"Suburb","Suburb Person",50,0,50,10,70,0,50,0,5,3,6,5,2,1,5,"Female","Graduate Degree","White",NA,"Democrat",2,TRUE,FALSE
"4778",NA,7,7,7,7,1,1,1,1,1,1,1,1,1,"Rural Area","Small Town Person",0,100,0,100,0,100,100,0,4,4,7,3,3,3,3,"Male","Some College","White",NA,"Republican",7,FALSE,TRUE
"4779",4,1,1,4,4,2,3,2,2,2,2,1,1,3,"City","Small Town Person",50,50,50,40,50,40,NA,50,NA,NA,NA,3,4,3,3,"Female",NA,"Middle Eastern",NA,"Independent",4,FALSE,FALSE
"4780",7,4,1,4,1,1,1,1,5,1,1,1,1,1,"Small Town","Small Town Person",85,0,100,NA,100,0,85,0,6,4,7,5,1,1,5,"Male","Some College","White",NA,"Democrat",1,TRUE,FALSE
"4781",4,6,6,5,6,1,2,2,3,2,4,1,3,1,"Suburb","City Person",15,0,60,15,70,0,70,15,4,4,6,2,2,3,3,"Male","Some College","Hispanic",NA,"Independent",4,TRUE,FALSE
"4782",1,NA,NA,NA,NA,NA,1,1,4,3,3,4,1,1,"City","Small Town Person",30,40,70,0,100,0,50,30,5,3,6,1,2,2,4,"Female","Bachelor's Degree","Hispanic","A few times a year","Independent",4,TRUE,FALSE
"4783",5,3,4,6,4,1,2,3,1,1,3,2,1,1,NA,NA,75,40,85,15,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,"Male","Bachelor's Degree","Native American","A few times a year","Independent",4,FALSE,FALSE
"4784",NA,NA,7,1,5,5,5,3,5,3,3,4,5,5,NA,NA,85,40,85,50,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,"Female","High School","Black","Almost every week","Democrat",2,FALSE,FALSE
"4785",7,1,1,4,4,1,3,1,4,3,2,1,1,1,"City","City Person",70,0,70,0,90,0,70,0,4,2,6,4,1,2,5,"Male","Bachelor's Degree","White",NA,"Democrat",2,TRUE,FALSE
"4786",NA,NA,NA,NA,NA,NA,3,1,3,2,2,2,1,1,"Suburb","Small Town Person",85,0,100,0,100,0,50,0,4,5,4,3,2,2,5,"Male","Some College","White",NA,"Democrat",3,TRUE,FALSE
"4787",2,5,7,7,7,7,3,2,2,3,5,1,5,5,"Rural Area","Small Town Person",15,85,30,70,40,60,85,15,6,6,4,1,5,5,2,"Female","Some College","White",NA,"Republican",7,FALSE,TRUE
"4788",4,6,6,7,6,6,2,2,2,1,4,1,3,3,"City","Suburb Person",30,85,30,85,15,85,85,30,4,6,6,3,4,4,3,"Female","Some College","White","A few times a year","Republican",6,FALSE,TRUE
"4789",3,4,6,6,6,4,1,1,2,2,3,3,3,3,NA,NA,40,60,40,70,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,"Female","Graduate Degree","White","A few times a year","Republican",6,FALSE,FALSE
"4790",1,6,7,7,5,6,1,5,1,1,3,3,3,3,"City","Country Person",0,85,15,85,0,85,75,0,5,6,5,2,4,5,4,"Male","Some College","White","Almost every week","Republican",7,FALSE,TRUE
"4791",NA,2,2,6,5,4,3,1,3,3,3,2,3,3,NA,NA,30,30,30,70,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,"Male","Bachelor's Degree","White",NA,"Republican",5,FALSE,FALSE
"4792",2,5,7,7,7,7,3,3,2,3,4,3,3,3,"City","Suburb Person",15,70,15,70,15,70,70,15,4,4,4,2,5,5,2,"Male","Bachelor's Degree","White","A few times a year","Republican",7,FALSE,TRUE
"4793",7,1,7,7,7,1,1,1,3,3,3,1,1,1,"Small Town","Country Person",0,0,0,50,0,40,50,0,4,NA,NA,1,5,1,5,"Male","Bachelor's Degree","Hispanic","Every week","Independent",4,FALSE,FALSE
"4794",4,6,4,5,3,3,3,1,1,1,3,3,3,3,"Suburb","Suburb Person",0,90,0,100,30,85,90,0,5,6,6,4,2,4,4,"Male","Graduate Degree","Native American",NA,"Republican",5,FALSE,TRUE
"4795",2,6,5,6,6,5,2,3,1,1,3,3,1,5,"City","City Person",0,70,0,100,0,100,100,0,6,7,6,1,2,4,2,"Male","Some College","White","Every week","Republican",6,FALSE,TRUE
"4796",5,3,2,6,3,2,3,2,3,3,3,1,2,2,"City","Small Town Person",70,35,65,15,70,15,50,35,6,1,6,5,1,2,4,"Male","Some College","White",NA,"Democrat",3,TRUE,FALSE
"4797",7,NA,1,4,1,2,2,1,5,1,2,3,1,1,"City","Small Town Person",50,15,30,0,85,15,60,15,4,4,4,4,2,2,4,"Female","Bachelor's Degree","Middle Eastern",NA,"Democrat",1,TRUE,FALSE
"4798",4,3,NA,5,4,2,3,3,3,3,3,2,3,1,"Suburb","Suburb Person",60,15,60,0,85,0,60,60,5,5,4,2,2,2,5,"Female","Graduate Degree","White","A few times a year","Independent",4,FALSE,FALSE
"4799",NA,NA,NA,NA,1,NA,1,1,5,1,1,1,1,1,"City","Small Town Person",100,0,100,NA,0,0,NA,100,4,4,4,3,3,3,3,"Female","Some College","White","A few times a year","Independent",4,TRUE,FALSE
"4800",2,4,5,4,4,NA,2,3,3,3,4,3,3,3,"City","Something else",40,85,40,85,15,15,85,40,4,6,6,4,2,3,3,"Female","High School","White","Every week","Republican",7,FALSE,TRUE
"4801",7,7,1,2,2,2,3,1,3,2,3,2,1,2,"Rural Area","Suburb Person",100,0,100,0,85,15,50,0,6,7,6,3,3,1,4,"Female","Graduate Degree","Black","Every week","Democrat",1,TRUE,FALSE
"4802",6,4,2,NA,1,1,3,1,3,3,3,3,3,3,"City","City Person",70,30,70,0,85,0,50,30,7,2,4,5,1,2,5,"Female","Graduate Degree","Hispanic",NA,"Democrat",3,TRUE,FALSE
"4803",7,4,NA,1,1,6,1,1,1,1,1,1,1,1,"City","City Person",50,50,60,50,50,50,50,50,4,4,4,2,1,3,4,"Male","Some College","Hispanic",NA,"Independent",4,FALSE,FALSE
"4804",5,7,1,5,7,NA,3,3,2,2,4,2,3,2,"Rural Area","Country Person",0,85,0,85,70,70,70,0,5,4,4,1,5,5,1,"Male","Less than High School","White",NA,"Republican",7,FALSE,TRUE
"4805",7,4,2,4,3,1,2,1,4,2,3,2,2,2,NA,NA,70,0,70,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"Male","Some College","White",NA,"Democrat",1,FALSE,FALSE
"4806",7,1,1,1,1,1,1,1,5,5,1,1,1,1,"City","Suburb Person",50,0,0,0,30,0,15,0,7,4,2,5,1,1,5,"Female","Some College","White",NA,"Democrat",2,TRUE,FALSE
"4807",3,4,5,NA,4,4,3,3,3,3,3,2,3,4,"Suburb","Small Town Person",0,20,30,30,50,40,100,0,6,6,6,3,3,3,3,"Female","Graduate Degree","White","Every week","Independent",4,FALSE,FALSE
"4808",1,5,7,7,7,4,5,5,1,1,5,1,3,3,"Suburb","Suburb Person",10,50,0,90,0,90,80,10,7,6,7,1,5,5,1,"Female","Bachelor's Degree","White","Almost every week","Republican",5,FALSE,TRUE
"4809",3,6,3,2,4,3,1,1,5,1,4,2,1,2,"Suburb","Suburb Person",50,50,60,40,85,15,50,50,4,6,6,5,1,1,5,"Male","Some College","Native American",NA,"Independent",4,TRUE,FALSE
"4810",1,7,7,5,7,7,3,1,1,1,5,1,3,4,"City","City Person",0,70,0,100,0,100,50,0,4,4,4,1,5,5,1,"Male","High School","White",NA,"Republican",7,FALSE,TRUE
"4811",4,5,4,4,5,1,2,1,2,1,5,1,2,1,"City","City Person",15,60,40,60,40,40,50,15,3,2,4,3,5,3,4,"Male","Bachelor's Degree","White",NA,"Republican",6,FALSE,TRUE
"4812",NA,NA,NA,NA,1,NA,1,1,1,3,1,3,1,3,"City","City Person",0,90,0,90,0,100,100,0,4,5,5,5,1,1,5,"Male","High School","Black",NA,"Republican",5,FALSE,FALSE
"4813",NA,2,2,2,2,3,2,1,3,1,4,3,3,1,"City","City Person",15,70,70,60,50,50,NA,15,4,4,4,3,3,3,3,"Male","High School","Hispanic","A few times a year","Republican",5,FALSE,FALSE
"4814",2,6,7,2,3,3,3,1,3,1,5,3,3,3,"Small Town","City Person",15,85,15,85,0,100,NA,15,4,4,4,4,2,2,4,"Female","Some College","White","Almost every week","Republican",7,FALSE,TRUE
"4815",6,4,4,4,3,2,2,3,3,2,2,1,2,1,"Suburb","Suburb Person",85,0,85,0,90,0,80,0,4,4,4,3,2,2,5,"Female","Graduate Degree","White",NA,"Democrat",1,TRUE,FALSE
"4816",6,2,2,4,3,3,3,1,4,3,3,1,3,3,"City","City Person",60,30,60,15,50,0,50,30,4,4,4,5,1,3,4,"Male","Bachelor's Degree","Middle Eastern","A few times a year","Democrat",2,FALSE,FALSE
"4817",6,3,5,2,1,1,1,1,5,4,1,1,1,2,"Rural Area","Country Person",70,30,60,30,85,15,50,70,7,7,7,3,2,4,4,"Male","High School","Middle Eastern",NA,"Independent",4,FALSE,FALSE
"4818",1,1,NA,7,4,4,1,1,3,3,5,3,3,5,"Suburb","City Person",0,0,0,75,0,30,50,0,4,4,6,3,4,2,4,"Male","Bachelor's Degree","White",NA,"Independent",4,FALSE,TRUE
"4819",3,5,7,7,6,5,3,4,2,2,4,3,3,3,"Suburb","Suburb Person",30,85,30,85,0,100,85,30,4,4,4,2,3,3,3,"Female","Bachelor's Degree","White","Once or twice a month","Republican",7,FALSE,TRUE
"4820",4,1,2,5,4,2,3,2,3,3,3,3,2,2,"Small Town","Country Person",50,40,60,0,70,0,50,50,4,4,4,3,3,3,3,"Female","Bachelor's Degree","White",NA,"Independent",4,FALSE,FALSE
"4821",5,4,4,4,3,2,3,3,3,3,3,3,2,2,"Small Town","Small Town Person",70,40,70,0,85,15,70,40,4,6,6,5,1,2,5,"Female","Bachelor's Degree","White","Almost every week","Democrat",1,TRUE,FALSE
"4822",7,4,1,4,4,4,3,1,1,1,3,2,1,3,"City","City Person",85,30,100,0,100,0,50,30,4,4,4,3,3,2,3,"Female","Less than High School","Black","Every week","Democrat",1,TRUE,FALSE
"4823",4,5,4,4,3,4,3,2,1,2,3,2,3,2,"Suburb","Suburb Person",15,85,40,60,50,50,85,15,4,4,7,4,2,3,3,"Female","Graduate Degree","White","A few times a year","Republican",7,FALSE,FALSE
"4824",6,4,2,4,4,NA,1,2,3,1,3,1,3,3,"City","City Person",50,60,50,0,60,0,60,50,2,2,2,2,4,2,4,"Male","Less than High School","Black","A few times a year","Republican",6,FALSE,FALSE
"4825",7,3,1,1,7,1,1,1,3,1,3,2,3,1,"Small Town","Suburb Person",100,30,50,0,85,0,60,30,6,7,6,1,5,5,2,"Female","Bachelor's Degree","White",NA,"Democrat",1,FALSE,FALSE
"4826",7,7,NA,NA,5,1,1,1,3,1,1,1,1,1,"Suburb","Suburb Person",80,20,100,NA,100,0,85,20,6,4,4,2,3,3,2,"Female","Some College","White","Almost every week","Democrat",3,FALSE,FALSE
"4827",7,3,1,2,2,1,1,1,4,4,1,2,2,1,"Rural Area","Suburb Person",100,0,100,0,100,0,85,0,4,4,4,5,1,1,5,"Male","Bachelor's Degree","White",NA,"Democrat",1,TRUE,FALSE
"4828",4,5,NA,3,NA,4,1,2,2,1,4,2,3,3,"Suburb","Suburb Person",50,60,50,70,60,70,NA,50,4,4,4,2,4,5,2,"Female","Bachelor's Degree","White",NA,"Independent",4,FALSE,TRUE
"4829",7,2,7,1,2,1,3,1,3,3,3,3,3,1,"Suburb","City Person",90,30,80,0,80,0,40,30,7,7,6,5,1,1,5,"Female","Bachelor's Degree","Hispanic",NA,"Democrat",2,TRUE,FALSE
"4830",5,4,1,4,3,3,1,1,3,2,1,1,1,1,NA,NA,70,15,85,0,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,"Male","Some College","Black",NA,"Democrat",1,FALSE,FALSE
"4831",7,NA,1,1,4,1,1,1,1,1,3,4,1,1,"Suburb","City Person",100,30,100,0,100,0,NA,30,4,6,4,2,2,2,4,"Female","Some College","Hispanic",NA,"Democrat",2,FALSE,FALSE
"4832",NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,3,3,"Suburb","Small Town Person",0,0,100,0,100,50,NA,0,4,6,5,2,3,4,4,"Female","Bachelor's Degree","Hispanic",NA,"Democrat",3,TRUE,FALSE
"4833",5,5,3,3,3,1,2,1,4,1,3,3,2,2,"Small Town","Small Town Person",90,30,85,0,70,0,50,30,6,6,6,5,2,3,5,"Female","Some College","Middle Eastern","Once or twice a month","Democrat",2,TRUE,FALSE
"4834",5,4,1,4,5,2,3,1,4,3,2,3,2,1,NA,NA,70,5,85,0,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,"Female","Graduate Degree","White",NA,"Democrat",1,FALSE,FALSE
"4835",4,6,7,6,5,2,1,4,1,2,3,3,3,2,"Small Town","Something else",15,85,60,70,70,80,NA,15,4,6,4,4,2,4,3,"Male","Some College","White","Once or twice a month","Republican",5,FALSE,TRUE
"4836",3,6,4,6,3,1,3,1,3,2,3,2,3,2,"Suburb","City Person",70,30,85,0,85,0,50,30,4,4,2,3,4,5,4,"Female","Graduate Degree","White",NA,"Democrat",3,TRUE,FALSE
"4837",5,5,1,5,3,2,1,1,3,3,1,2,1,1,"Small Town","Small Town Person",85,0,85,0,100,0,90,0,4,6,6,5,2,3,5,"Female","Some College","White",NA,"Democrat",1,TRUE,FALSE
"4838",NA,NA,NA,NA,NA,NA,2,1,5,3,3,3,1,4,"Suburb","Suburb Person",100,0,100,0,1,5,1,0,4,6,7,5,5,5,5,"Female","Less than High School","Black",NA,"Democrat",2,FALSE,FALSE
"4839",5,3,2,2,1,1,2,1,5,2,1,3,1,1,"City","City Person",85,15,70,0,70,0,50,15,4,3,4,4,2,2,4,"Female","Bachelor's Degree","Hispanic","A few times a year","Democrat",1,TRUE,FALSE
"4840",NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,2,1,NA,NA,70,0,70,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"Female","Less than High School","Hispanic","Once or twice a month","Democrat",3,FALSE,FALSE
"4841",4,3,3,4,2,1,3,1,3,2,3,1,1,1,"Small Town","Suburb Person",NA,NA,NA,NA,100,0,50,NA,4,4,4,5,2,3,5,"Female",NA,"White",NA,"Democrat",1,TRUE,FALSE
"4842",4,4,5,5,4,1,3,1,2,3,3,1,3,3,"Suburb","Small Town Person",70,30,100,0,85,0,NA,30,4,4,4,4,1,2,5,"Female","Bachelor's Degree","White",NA,"Democrat",3,TRUE,FALSE
"4843",4,6,4,3,7,1,1,2,2,1,2,1,1,1,"Rural Area","City Person",70,40,85,15,70,40,60,40,6,6,6,2,2,2,4,"Male","High School","Hispanic","Almost every week","Democrat",1,FALSE,FALSE
"4844",7,1,1,2,1,1,1,1,5,3,1,3,1,1,"Small Town","Suburb Person",60,0,70,0,85,0,50,0,7,4,4,5,1,1,5,"Male","Bachelor's Degree","White",NA,"Democrat",2,TRUE,FALSE
"4845",7,3,5,3,1,2,3,3,4,2,3,3,2,3,"Small Town","Country Person",40,60,50,40,50,50,70,40,6,5,6,2,2,2,5,"Female","High School","Asian","Almost every week","Republican",6,FALSE,TRUE
"4846",7,5,1,7,2,7,1,1,3,1,4,3,1,3,NA,NA,50,50,60,0,95,0,100,50,NA,NA,NA,NA,NA,NA,NA,"Female","Some College","Black",NA,"Independent",4,TRUE,FALSE
"4847",6,1,1,2,1,1,2,1,3,3,2,1,1,1,"Suburb","Suburb Person",85,0,100,0,95,0,NA,0,6,NA,NA,3,1,2,5,"Female","Graduate Degree","Hispanic",NA,"Democrat",1,TRUE,FALSE
"4848",5,5,4,4,4,3,2,1,3,3,3,3,3,1,"Small Town","Suburb Person",60,40,100,30,100,30,100,60,6,4,6,3,1,3,5,"Female","Graduate Degree","Hispanic",NA,"Republican",6,TRUE,FALSE
"4849",4,4,7,7,6,5,3,2,2,1,5,3,5,3,"Rural Area","Country Person",10,90,0,100,22,60,70,10,5,4,5,1,5,3,2,"Male","Some College","White","A few times a year","Republican",7,FALSE,TRUE
"4850",4,4,6,7,5,6,3,3,3,3,3,3,3,5,"Small Town","Country Person",0,70,0,85,0,70,100,0,4,7,7,3,5,5,5,"Female","Some College","Hispanic",NA,"Republican",5,FALSE,FALSE
"4851",1,6,7,7,NA,7,3,3,1,1,5,3,3,5,"Small Town","Country Person",5,65,1,90,10,85,70,5,6,6,4,1,5,5,3,"Male","Some College","White",NA,"Republican",7,FALSE,TRUE
"4852",7,NA,NA,1,1,NA,1,1,1,1,4,3,1,1,"City","City Person",100,0,100,0,100,0,NA,0,4,4,4,3,1,1,3,"Female","High School","Hispanic",NA,"Democrat",2,TRUE,FALSE
"4853",4,3,3,3,3,3,5,4,4,2,3,2,3,4,"Small Town","Suburb Person",60,70,50,70,30,30,100,70,4,4,7,5,4,4,3,"Female","Graduate Degree","White","Once or twice a month","Democrat",2,FALSE,FALSE
"4854",2,6,NA,7,NA,4,3,1,2,2,3,2,2,2,"Rural Area","Country Person",40,88,40,85,50,70,100,40,4,7,6,1,5,4,3,"Male","Graduate Degree",NA,"Almost every week","Republican",7,FALSE,FALSE
"4855",7,4,1,1,1,1,2,1,5,3,1,2,1,1,"Small Town","Something else",85,15,85,0,100,0,85,15,NA,NA,NA,5,1,1,5,"Female","Bachelor's Degree",NA,NA,"Democrat",1,TRUE,FALSE
"4856",NA,NA,5,NA,7,7,4,2,2,1,4,2,2,4,"Small Town","Small Town Person",0,85,15,85,0,85,50,0,7,6,6,1,4,4,2,"Male","High School","White","Almost every week","Republican",7,FALSE,TRUE
"4857",3,5,3,4,5,1,3,3,3,3,3,1,3,1,"Suburb","City Person",60,30,70,15,60,15,NA,60,6,3,4,2,4,2,4,"Female","Bachelor's Degree","White",NA,"Independent",4,TRUE,FALSE
"4858",NA,NA,NA,5,NA,NA,3,3,3,1,3,3,2,1,NA,NA,50,70,0,85,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,"Male","High School","Hispanic","A few times a year","Republican",5,FALSE,FALSE
"4859",4,7,7,7,4,6,1,2,1,1,3,1,2,2,"Small Town","Small Town Person",10,100,0,100,0,100,100,10,7,7,4,1,4,5,2,"Male","Bachelor's Degree","White","Almost every week","Republican",7,FALSE,TRUE
"4860",3,3,4,5,NA,4,1,2,3,1,5,2,5,4,"Rural Area","Country Person",25,75,30,75,NA,15,70,25,6,6,6,2,5,5,3,"Female","Some College","White",NA,"Republican",7,FALSE,TRUE
"4861",4,4,4,3,NA,3,2,3,3,3,1,3,2,3,"Rural Area","Country Person",15,85,0,100,10,90,98,15,4,6,6,2,4,4,2,"Male","High School","White",NA,"Republican",7,FALSE,TRUE
"4862",4,7,7,1,7,1,1,2,1,1,5,3,1,2,"Rural Area","Country Person",0,85,0,100,0,100,50,85,7,7,7,1,5,5,1,"Female","Some College","Middle Eastern",NA,"Democrat",2,FALSE,TRUE
"4863",7,4,1,1,3,1,4,3,1,3,1,1,2,1,"Small Town","Small Town Person",50,85,0,100,50,70,NA,50,4,4,6,3,2,2,3,"Female","High School","White","Once or twice a month","Republican",7,FALSE,FALSE
"4864",1,6,7,7,6,7,1,5,1,1,5,1,3,5,NA,NA,15,70,15,100,0,100,85,15,NA,NA,NA,NA,NA,NA,NA,"Male","Graduate Degree","White",NA,"Republican",7,FALSE,FALSE
"4865",5,4,5,4,4,3,1,1,5,2,2,2,2,2,"Suburb","Suburb Person",85,0,85,0,100,0,70,0,6,4,4,5,1,2,5,"Female","Bachelor's Degree","White",NA,"Democrat",1,TRUE,FALSE
"4866",6,4,1,4,7,1,2,1,3,1,4,1,3,1,"Suburb","City Person",40,15,60,15,70,0,50,15,6,6,5,2,2,4,4,"Male","Bachelor's Degree","Middle Eastern",NA,"Democrat",3,TRUE,FALSE
"4867",NA,NA,3,3,3,4,3,3,3,3,3,2,3,3,"Rural Area","Suburb Person",50,50,40,60,50,60,50,50,4,4,4,3,3,3,3,"Male","Some College","White",NA,"Democrat",3,FALSE,TRUE
"4868",NA,5,NA,NA,NA,3,2,1,3,1,3,2,1,2,"Rural Area","Country Person",85,60,85,NA,85,15,60,60,7,7,6,5,1,1,5,"Male","Less than High School","Black","Every week","Democrat",1,TRUE,FALSE
